epoch,open,high,low,close,volume
1609794000000,0.999525,1.004333,0.999525,1.004333,11.682
1609797600000,1.000005,1.004932,0.99902,0.99902,291.8597
1609801200000,0.99902,0.99902,0.9984,0.9984,2360.6798
1609804800000,0.9984,1.0005,0.998,0.998,423.0679
1609808400000,1.0005,1.0005,0.998,0.998,746.2588
1609812000000,0.998,0.998,0.998,0.998,0.2112
1609815600000,0.998,1.0015,0.998,0.998,378.7944
1609819200000,0.998,0.998,0.998,0.998,0.1906
1609822800000,0.998,0.998,0.998,0.998,0.0
1609826400000,0.998,0.998,0.998,0.998,0.0
1609830000000,0.998,0.998,0.998,0.998,0.1811
1609833600000,1.0015,1.003,1.0015,1.003,242.979
1609837200000,1.003,1.003,0.99,0.99,2052.4233
1609840800000,0.99,0.9985,0.99,0.99,246.3343
1609844400000,0.99,0.99,0.99,0.99,0.3027
1609848000000,0.99,0.99,0.99,0.99,0.1401
1609851600000,0.990923,0.994,0.987,0.9895,362.2083
1609855200000,0.9895,0.9895,0.981,0.9895,1012.4543
1609858800000,0.990692,0.990692,0.981,0.9895,2042.3012
1609862400000,0.985,0.985,0.985,0.985,0.1201
1609866000000,0.985,0.985,0.956451,0.960574,10038.3569
1609869600000,0.973247,0.982705,0.96691,0.96691,8.4956
1609873200000,0.979584,0.985921,0.978001,0.979584,227.7213
1609876800000,0.979584,0.979584,0.961,0.979584,41.7819
1609880400000,0.98446,0.994285,0.98446,0.9895,703.2432945
1609884000000,0.988548,0.988548,0.985,0.985,46.23
1609887600000,0.985,0.985,0.985,0.985,0.4595
1609891200000,0.985,0.985,0.960018,0.960574,4109.647
1609894800000,0.960575,0.979581,0.960023,0.979581,67.3611
1609898400000,0.970736,0.970736,0.970736,0.970736,0.3939
1609902000000,0.970736,0.979,0.970736,0.970736,7.0308
1609905600000,0.979,0.979584,0.970738,0.970738,103.6459
1609909200000,0.970739,0.970739,0.970739,0.970739,0.5944
1609912800000,0.979584,0.993999,0.979584,0.990898,202.38197685
1609916400000,0.990898,0.990898,0.975449,0.975449,169.831
1609920000000,0.97545,0.980163,0.97545,0.980163,43.572
1609923600000,0.980163,0.99475,0.980163,0.985,1683.28897053
1609927200000,0.985,0.985,0.985,0.985,1.7698
1609930800000,0.985,0.985,0.97545,0.97545,556.3913
1609934400000,0.97545,0.97545,0.97545,0.97545,902.992
1609938000000,0.976,0.980162,0.973247,0.980162,775.7679
1609941600000,0.970736,0.979691,0.961312,0.970736,487.7977
1609945200000,0.979142,0.99475,0.962122,0.985921,1134.7424
1609948800000,0.985,0.9899,0.985,0.9899,193.2241
1609952400000,0.9899,0.994,0.9899,0.994,39.4354
1609956000000,0.993006,0.99475,0.985,0.985,487.3451
1609959600000,0.993006,0.993006,0.99,0.99,15.9627
1609963200000,0.99,0.993715,0.99,0.993715,79.4828
1609966800000,0.99,0.99,0.99,0.99,0.5486
1609970400000,0.99,0.99,0.99,0.99,34.757
1609974000000,0.99,0.9938,0.96131,0.970736,3492.74990284
1609977600000,0.969294,0.989499,0.96131,0.980163,136.7788
1609981200000,0.980163,0.984562,0.978573,0.984562,585.0986
1609984800000,0.984562,0.9895,0.984562,0.989034,65.6
1609988400000,0.98851,0.98851,0.980163,0.980163,1.0381
1609992000000,0.980163,0.9895,0.978573,0.986414,140.1833
1609995600000,0.986414,0.989499,0.96691,0.98837,859.1607
1609999200000,0.988509,0.989591,0.96691,0.985,589.6195
1610002800000,0.985,0.99,0.961311,0.985,1696.9431
1610006400000,0.985,0.985,0.97545,0.984406,61.5386
1610010000000,0.984406,0.9895,0.984406,0.9895,48.4187
1610013600000,0.985176,0.985176,0.97545,0.97545,8.7922
1610017200000,0.97545,0.98,0.970736,0.98,3409.85
1610020800000,0.980163,0.980163,0.973247,0.973593,1.361
1610024400000,0.980163,0.9895,0.980163,0.9895,16.3396
1610028000000,0.98851,0.98851,0.987521,0.987521,0.1686
1610031600000,0.987521,0.987521,0.987521,0.987521,0.0
1610035200000,0.9895,1.0,0.964908,0.9895,2814.8783
1610038800000,0.9895,0.9895,0.9895,0.9895,1.7183
1610042400000,0.989581,0.989581,0.964908,0.965199,310.4785
1610046000000,0.970735,0.970735,0.9652,0.965476,1.1156
1610049600000,0.97,0.993999,0.97,0.993999,311.8116
1610053200000,0.993999,0.99999,0.96131,0.975921,3753.9099
1610056800000,0.975921,1.004333,0.975921,1.004332,4199.1685
1610060400000,0.999018,1.00495,0.998595,0.998595,223.0205
1610064000000,0.998595,0.998595,0.998595,0.998595,0.3995
1610067600000,1.003731,1.0075,1.003731,1.0075,343.74222947
1610071200000,1.0075,1.0095,0.994305,0.994305,612.3719
1610074800000,0.994305,0.994305,0.994305,0.994305,0.0
1610078400000,1.0,1.0,1.0,1.0,0.1
1610082000000,0.994305,1.0,0.994305,0.994305,2.9828
1610085600000,0.994305,0.994305,0.994305,0.994305,0.2937
1610089200000,0.994305,0.994305,0.994305,0.994305,0.279
1610092800000,1.0,1.0,0.987,0.987,610.0659
1610096400000,0.987001,0.995,0.987001,0.995,18.1673
1610100000000,0.989593,1.0,0.989593,1.0,888.6559
1610103600000,0.994304,0.999716,0.99,0.992258,55.2945
1610107200000,0.998595,0.998595,0.998166,0.998595,3.3391
1610110800000,0.99,1.0,0.99,0.999716,383.206
1610114400000,0.99625,0.99625,0.99,0.99,10.2007
1610118000000,0.99,0.99,0.99,0.99,39.7432
1610121600000,0.99,0.994999,0.9667,0.993912,2869.62823219
1610125200000,0.989591,0.994304,0.98959,0.994304,213.862
1610128800000,0.98875,0.997596,0.97545,0.989525,6288.5018
1610132400000,0.98875,0.989525,0.985,0.985,7630.01694595
1610136000000,0.985,0.9925,0.980178,0.992258,2311.8527
1610139600000,0.991146,0.991146,0.986955,0.986955,0.3951
1610143200000,0.992258,0.994304,0.991,0.991,3.3914
1610146800000,0.994304,0.994304,0.994304,0.994304,2.873
1610150400000,0.991,0.994304,0.991,0.991,106.4826
1610154000000,0.991,0.991,0.991,0.991,5.3302
1610157600000,0.991,0.991,0.991,0.991,0.3388
1610161200000,0.9948,0.9948,0.991,0.991,2.8192
1610164800000,0.995,0.99572,0.991,0.991,232.5332
1610168400000,0.99572,1.0,0.99572,0.999,131.7804
1610172000000,0.999,0.999,0.998001,0.998001,18.1237
1610175600000,0.996883,1.0,0.995018,0.995018,300.2603
1610179200000,0.995018,0.995018,0.9948,0.9948,44.4887
1610182800000,0.995018,1.003732,0.995018,1.003732,408.44
1610186400000,1.002728,1.0046,1.002728,1.002728,29.438
1610190000000,1.002728,1.002728,1.002728,1.002728,0.4856
1610193600000,1.002728,1.002728,1.000422,1.000422,21.6588
1610197200000,1.000813,1.000813,1.000422,1.000422,0.4382
1610200800000,1.0046,1.0046,1.000422,1.0046,42.1492
1610204400000,1.000421,1.000421,1.000421,1.000421,0.2028
1610208000000,1.004536,1.004536,1.002584,1.002584,30.2467
1610211600000,1.002584,1.002584,1.002584,1.002584,3.7341
1610215200000,1.002584,1.007991,0.994801,0.994801,2303.9896
1610218800000,0.9948,0.9948,0.9948,0.9948,15.8815
1610222400000,1.0,1.0,1.0,1.0,80.3392
1610226000000,0.99625,1.0,0.9948,1.0,10.7537
1610229600000,1.0,1.000909,0.995454,0.995454,91.9282
1610233200000,0.995454,0.995454,0.995454,0.995454,0.0
1610236800000,0.995454,1.002267,0.995,1.000909,112.1063346
1610240400000,0.99625,0.998,0.966028,0.997726,3988.8093
1610244000000,0.9925,0.9925,0.9925,0.9925,1.0
1610247600000,0.990163,0.990163,0.99,0.99,99.5074
1610251200000,0.99,0.99,0.975,0.975,1669.2377
1610254800000,0.975,0.984,0.975,0.984,97.4941
1610258400000,0.977743,0.994799,0.977743,0.989591,408.0127
1610262000000,0.989591,0.9948,0.989591,0.9948,4.42370872
1610265600000,0.9948,0.9948,0.989591,0.989591,3.8873
1610269200000,0.989591,0.9948,0.984,0.9948,154.3096
1610272800000,0.989591,0.989591,0.989591,0.989591,0.3635
1610276400000,0.989591,0.995,0.98875,0.98875,253.6245
1610280000000,0.98875,0.98875,0.98875,0.98875,0.672
1610283600000,0.985,0.985,0.985,0.985,0.3117
1610287200000,0.985,0.992125,0.985,0.985,81.664
1610290800000,0.986875,0.992125,0.986875,0.992125,10.7144
1610294400000,0.985,0.9948,0.976501,0.98875,2049.0518
1610298000000,0.9925,0.998,0.985,0.998,509.61812204
1610301600000,0.998,1.00375,0.991,1.00375,1109.787
1610305200000,1.00375,1.008794,0.995454,1.003749,1346.77455877
1610308800000,0.999594,1.0,0.986072,0.9948,1268.9016
1610312400000,0.9948,0.9997,0.99,0.9997,483.8781
1610316000000,0.9997,1.002584,0.9899,1.001581,997.2547
1610319600000,1.002583,1.002583,0.991,0.999018,670.0615
1610323200000,0.996249,1.0,0.996249,0.999813,174.6232
1610326800000,0.99625,1.002583,0.99625,1.002583,55.9217
1610330400000,0.99625,0.99625,0.995,0.995,91.2623
1610334000000,0.995,0.998,0.987539,0.990163,868.0606
1610337600000,0.990163,1.002583,0.99,1.002583,1713.11713031
1610341200000,1.00158,1.002583,0.96789,0.9997,5476.5025
1610344800000,0.994304,1.002583,0.987758,1.002583,1667.4263
1610348400000,1.002583,1.005,0.991,0.995396,760.948
1610352000000,0.995396,1.0,0.99,0.99,262.2289
1610355600000,0.993125,0.997999,0.993125,0.997999,29.2369
1610359200000,0.9925,0.993875,0.983953,0.991,715.0864
1610362800000,0.985,0.985,0.984877,0.984877,40.4419
1610366400000,0.984877,1.0024,0.9801,0.990009,3675.60209886
1610370000000,0.991,0.994304,0.990001,0.993319,144.1149
1610373600000,0.994255,0.997999,0.985001,0.997999,1681.5672
1610377200000,0.9925,1.0,0.980111,1.0,2138.1959
1610380800000,0.999,1.006363,0.985112,0.985112,3230.3002467
1610384400000,0.985571,1.0019,0.9715,0.985001,4629.8799
1610388000000,0.985001,0.995,0.985,0.985001,240.679
1610391600000,0.985001,0.985001,0.985,0.985,2.0833
1610395200000,0.985,0.985,0.985,0.985,3.8213
1610398800000,0.9925,0.997999,0.984,0.984,667.0108
1610402400000,0.98875,0.997999,0.984,0.984,814.6527
1610406000000,0.988513,0.997999,0.984004,0.989591,980.2687
1610409600000,0.98875,0.989591,0.984,0.984,23.8844
1610413200000,0.98405,0.997999,0.983423,0.983423,926.7218
1610416800000,0.984,0.9899,0.980168,0.984877,85.7226
1610420400000,0.984877,0.997564,0.980168,0.986872,867.273
1610424000000,0.986873,0.9925,0.985,0.992497,25.2108
1610427600000,0.9925,0.9948,0.977,0.9948,1786.4001
1610431200000,0.993805,1.003,0.993805,0.998594,928.62167086
1610434800000,0.998594,1.005,0.99,0.9987,853.5076
1610438400000,0.9987,0.999699,0.99,0.991877,687.3726
1610442000000,0.991877,0.999107,0.99,0.994304,609.56954905
1610445600000,0.994304,0.995,0.9801,0.991464,4220.5116
1610449200000,0.991464,0.9925,0.990472,0.9925,36.332
1610452800000,0.990472,0.994304,0.990472,0.994304,12.8125
1610456400000,0.990472,0.994304,0.980257,0.992315,814.505
1610460000000,0.994304,0.9948,0.986,0.99,456.3422
1610463600000,0.994303,0.997999,0.99,0.9952,410.5622
1610467200000,0.997999,0.997999,0.980257,0.9948,1232.6377
1610470800000,0.9948,0.997541,0.99,0.9925,224.4939
1610474400000,0.997541,0.997999,0.992,0.997001,366.564
1610478000000,0.997001,0.997998,0.996003,0.996003,13.9599
1610481600000,0.996003,0.999576,0.993026,0.999576,491.939
1610485200000,0.999576,0.999576,0.9952,0.9952,6.8051
1610488800000,0.995204,0.999576,0.995204,0.997937,116.7417
1610492400000,0.997547,0.997937,0.99645,0.997937,139.16762655
1610496000000,0.99645,0.997937,0.985,0.985,711.8576
1610499600000,0.9888,0.99758,0.982,0.991,1286.7887
1610503200000,0.991,0.9925,0.99,0.9925,46.192
1610506800000,0.9925,0.998,0.984877,0.990251,1425.8471
1610510400000,0.990251,0.994,0.990251,0.990251,5.973
1610514000000,0.990251,0.994,0.988021,0.992,200.6897
1610517600000,0.992,0.995454,0.984877,0.994,683.6116
1610521200000,0.993006,0.998,0.984877,0.992,773.243
1610524800000,0.99,0.9997,0.99,0.993357,937.9078
1610528400000,0.993357,0.999467,0.992172,0.9952,133.4257
1610532000000,0.9952,0.9952,0.994304,0.994304,2.9291
1610535600000,0.994304,0.9997,0.991,0.99301,551.8965
1610539200000,0.99301,0.9952,0.991305,0.9952,23.7052
1610542800000,0.991305,0.9948,0.985005,0.99024,645.735
1610546400000,0.9912,0.997999,0.985005,0.99,1997.8968
1610550000000,0.994,0.994,0.993999,0.993999,5.902
1610553600000,0.993999,0.997999,0.984877,0.994,2723.8694
1610557200000,0.988802,0.9948,0.9888,0.9948,152.38079987
1610560800000,0.99,0.996949,0.986003,0.9952,871.0481
1610564400000,0.9925,0.997695,0.99,0.991858,549.6202
1610568000000,0.992557,0.99625,0.986,0.994,970.58
1610571600000,0.989999,0.995,0.989999,0.995,257.8217
1610575200000,0.995,0.995,0.99,0.99,3.2455
1610578800000,0.99,0.995,0.9899,0.9899,191.44
1610582400000,0.994,0.994,0.9899,0.9899,10.1097
1610586000000,0.9899,0.99262,0.9899,0.9899,0.8611
1610589600000,0.9899,0.994,0.986,0.99,824.0368
1610593200000,0.99,0.994,0.9888,0.9888,2.4231
1610596800000,0.9888,0.994,0.98546,0.98546,715.3391
1610600400000,0.985461,0.994,0.985461,0.994,214.3867
1610604000000,0.993999,0.9948,0.9938,0.9948,503.24339751
1610607600000,0.9948,0.997695,0.99,0.995545,1067.269
1610611200000,0.995545,0.998,0.995058,0.998,3510.529
1610614800000,0.995058,0.995058,0.992499,0.9925,102.0009
1610618400000,0.992743,0.998,0.992743,0.998,60.2175
1610622000000,0.998,1.0021,0.998,1.0021,1344.9372
1610625600000,1.001097,1.0045,0.999941,0.999941,243.7686
1610629200000,1.003748,1.1,0.995,1.000012,63107.19752914
1610632800000,1.00375,1.0225,1.0015,1.01,3511.6005
1610636400000,1.0048,1.01,1.001001,1.0048,572.66
1610640000000,1.0075,1.01,1.001,1.00375,728.4461
1610643600000,1.008,1.0095,1.000101,1.0016,1051.7593
1610647200000,1.0016,1.006363,1.0001,1.0001,14.033
1610650800000,1.0001,1.009014,1.0001,1.009014,137.19334924
1610654400000,1.009418,1.009418,1.0016,1.0016,17.8786
1610658000000,1.0016,1.0075,1.000909,1.0075,10.2528
1610661600000,1.003,1.008445,1.003,1.008445,12.9483
1610665200000,1.008445,1.0095,1.003732,1.0075,11.01
1610668800000,1.0075,1.012,1.005,1.005,396.67887924
1610672400000,1.01125,1.011817,1.005,1.005,11.3538
1610676000000,1.005,1.012266,1.0001,1.008445,809.0092
1610679600000,1.008445,1.0095,1.005,1.005,16.2057
1610683200000,1.005,1.0144,1.0001,1.0001,2092.6397
1610686800000,1.0048,1.0048,1.0001,1.0001,38.3912
1610690400000,1.0048,1.006363,1.0001,1.006363,96.652
1610694000000,1.006384,1.006396,1.0016,1.006396,5.317
1610697600000,1.0075,1.0095,0.9984,1.0016,3951.7072
1610701200000,1.0016,1.005644,1.001195,1.005644,136.4383
1610704800000,1.006363,1.006363,1.005172,1.005172,11.8692
1610708400000,1.0016,1.0016,1.001195,1.001195,5.8313
1610712000000,1.001195,1.0048,1.0,1.0048,107.9494
1610715600000,1.001729,1.001729,1.0,1.0,7.8904
1610719200000,1.0048,1.005759,1.0,1.005759,8.5722
1610722800000,1.005759,1.005759,0.99845,1.004594,849.7625
1610726400000,0.99845,1.004597,0.9984,0.998401,990.5947
1610730000000,0.9984,1.006887,0.9984,1.0016,1486.7383
1610733600000,1.001601,1.0095,0.9984,1.005,1059.3882
1610737200000,1.0016,1.006363,0.999018,1.0,159.233
1610740800000,1.0,1.0046,1.0,1.0046,76.5822
1610744400000,1.0,1.005644,0.9984,1.0,536.5115
1610748000000,1.0,1.005,0.9997,1.0016,157.2136
1610751600000,1.0016,1.005,0.9997,1.005,24.0151
1610755200000,1.005,1.0095,1.0016,1.004801,243.6318
1610758800000,1.0095,1.0095,1.003732,1.003732,315.7942
1610762400000,1.003732,1.0095,1.003732,1.0048,138.74877493
1610766000000,1.009255,1.009499,1.0048,1.009498,35.058
1610769600000,1.009264,1.009264,1.000316,1.0016,909.2482
1610773200000,1.001601,1.001601,1.000316,1.000316,90.0244
1610776800000,1.000316,1.000316,0.9997,0.9997,733.5671
1610780400000,1.0,1.005,1.0,1.0016,66.8856
1610784000000,1.0016,1.006363,0.995001,0.998899,4382.5448
1610787600000,0.9984,0.9984,0.995002,0.995002,361.4058
1610791200000,0.9984,1.005,0.995002,1.0016,596.5799
1610794800000,1.0016,1.005644,0.995002,0.9984,1236.4793
1610798400000,1.0,1.005,0.999018,1.0,235.2149
1610802000000,1.000001,1.009498,1.000001,1.009498,565.664
1610805600000,1.0048,1.009498,1.001195,1.0048,85.4751
1610809200000,1.0016,1.009498,1.0016,1.009498,1360.5526
1610812800000,1.009499,1.013156,1.005759,1.005759,5360.44102507
1610816400000,1.007982,1.010746,0.910927,1.005759,26767.7086201
1610820000000,1.005759,1.010321,1.0046,1.0048,210.5829
1610823600000,1.0048,1.009489,1.004406,1.008,130.4149
1610827200000,1.009255,1.00949,0.995805,0.995805,3498.7792
1610830800000,0.995805,0.999791,0.995805,0.999791,31.6255
1610834400000,0.999076,1.001195,0.999076,1.001195,8.5981
1610838000000,1.001195,1.001195,0.999076,0.999076,48.38228806
1610841600000,0.99625,0.999076,0.995805,0.999076,4.7226
1610845200000,0.995805,0.999076,0.995,0.995,34.6104
1610848800000,0.9984,1.009488,0.998399,1.000909,1887.28276108
1610852400000,1.003795,1.003795,1.003795,1.003795,11.6211
1610856000000,1.003795,1.003795,0.972836,0.991201,3795.1445
1610859600000,0.991201,0.991201,0.991201,0.991201,0.0
1610863200000,0.991201,0.994941,0.99,0.994,249.1138
1610866800000,0.994,0.9972,0.994,0.995,163.54720786
1610870400000,0.995,0.995,0.991,0.991,113.8259
1610874000000,0.9952,0.99811,0.991,0.991,284.4175
1610877600000,0.991,1.0,0.991,1.0,513.4497
1610881200000,0.999,1.003,0.99855,1.001232,360.9495
1610884800000,1.001232,1.00564,1.001232,1.0016,444.2728
1610888400000,1.00564,1.006384,1.004542,1.004542,376.18359214
1610892000000,1.004935,1.007,1.00396,1.00396,14.4886
1610895600000,1.00396,1.012,1.001195,1.010998,10403.4558
1610899200000,1.007229,1.010998,1.007229,1.010998,11.3434
1610902800000,1.007229,1.01,1.005,1.01,139.8617
1610906400000,1.01,1.01,1.005,1.005,37.3779
1610910000000,1.01,1.010323,1.005,1.005,23.6448
1610913600000,1.005,1.009999,1.005,1.005,644.9439
1610917200000,1.005,1.012554,1.005,1.006363,549.5953
1610920800000,1.006363,1.0112,1.006363,1.006363,2.5985
1610924400000,1.006363,1.014,1.006363,1.012783,336.39520804
1610928000000,1.012783,1.012783,1.005846,1.0112,76.4113
1610931600000,1.010705,1.011818,1.010705,1.011818,25.653
1610935200000,1.011818,1.014,1.005,1.006363,552.4877
1610938800000,1.010323,1.014,1.0,1.007,1175.4094
1610942400000,1.005,1.007,1.005,1.005,18.6026
1610946000000,1.005,1.007,1.005,1.007,3.9353
1610949600000,1.005,1.007,1.003732,1.007,107.0567
1610953200000,1.007,1.014,1.0,1.011146,1759.7988
1610956800000,1.011146,1.014,1.005,1.009941,571.7539
1610960400000,1.01,1.01,1.005846,1.009999,91.8897
1610964000000,1.007591,1.009999,1.007591,1.009999,34.7669
1610967600000,1.006389,1.011818,1.000909,1.005,682.9158
1610971200000,1.005037,1.01125,1.0,1.0016,763.953
1610974800000,1.0016,1.0048,1.0016,1.0048,6.7368
1610978400000,1.0016,1.006363,1.001195,1.006363,11.1566
1610982000000,1.007,1.007,1.001195,1.001195,5.1758
1610985600000,1.001195,1.0048,1.001195,1.0048,5.0383
1610989200000,1.001195,1.001195,1.000909,1.000909,5.2623
1610992800000,1.001195,1.001195,1.001195,1.001195,1.1796
1610996400000,1.001195,1.001195,1.0,1.0,458.921
1611000000000,1.001195,1.001195,1.001195,1.001195,3.2087
1611003600000,1.0,1.001195,1.0,1.0,92.998
1611007200000,1.001195,1.001195,1.0,1.0,89.8846
1611010800000,1.001195,1.001195,1.0,1.001195,190.9823
1611014400000,1.004073,1.006363,1.0016,1.006363,168.1432
1611018000000,1.006363,1.0075,1.001195,1.0075,88.5206
1611021600000,1.007,1.009254,1.003,1.009254,16.0102
1611025200000,1.008445,1.008445,1.003732,1.003732,7.2613
1611028800000,1.003732,1.0048,1.003732,1.003732,2.8777
1611032400000,1.003732,1.0075,1.003732,1.0075,21.8511
1611036000000,1.0075,1.008,1.00375,1.008,1.5204
1611039600000,1.00375,1.009769,1.0,1.0046,607.0667
1611043200000,1.0046,1.005,1.0046,1.005,23.4783
1611046800000,1.005,1.01,1.005,1.01,350.2025
1611050400000,1.01,1.01,1.0048,1.0048,26.6137
1611054000000,1.01,1.010928,1.005759,1.010928,82.0878
1611057600000,1.010928,1.013999,1.005,1.007151,1430.16475849
1611061200000,1.009739,1.009739,1.005001,1.005001,1.1699
1611064800000,1.009739,1.06,1.006363,1.008262,17684.47031389
1611068400000,1.0112,1.01125,1.005759,1.0112,638.3613
1611072000000,1.008,1.013137,1.005846,1.006383,714.1975
1611075600000,1.006383,1.013159,1.006383,1.013159,1783.9208
1611079200000,1.008,1.013299,1.005759,1.008,1079.5073
1611082800000,1.008,1.011818,1.005759,1.006363,51.5085
1611086400000,1.0075,1.0144,1.005759,1.0112,1060.013
1611090000000,1.0112,1.011818,1.0112,1.011818,9.1776
1611093600000,1.008,1.008101,1.008,1.0081,3.7864
1611097200000,1.0081,1.012386,1.0081,1.0081,876.5967
1611100800000,1.0081,1.012386,1.005759,1.006364,758.6994
1611104400000,1.006363,1.010004,1.006363,1.006363,2.9513
1611108000000,1.006363,1.006363,1.006217,1.006218,111.9668
1611111600000,1.006217,1.006217,1.005872,1.005889,53.7512
1611115200000,1.01095,1.01095,1.005872,1.005872,8.8861
1611118800000,1.005873,1.010933,1.005759,1.005759,78.8025
1611122400000,1.005759,1.005759,0.9961,0.9961,10278.2348
1611126000000,1.0,1.003,0.9984,0.9984,41.8803
1611129600000,1.003,1.003,0.9984,0.9984,4.1165
1611133200000,1.002771,1.01,1.002771,1.006538,3039.514
1611136800000,1.006538,1.01,1.006538,1.01,287.88186911
1611140400000,1.00899,1.01059,1.00899,1.01059,63.20631102
1611144000000,1.00899,1.014,1.008535,1.010625,1263.64443089
1611147600000,1.009847,1.013639,1.00851,1.012667,631.6634
1611151200000,1.012667,1.012667,1.00851,1.01,10.452
1611154800000,1.01,1.01,1.008445,1.008522,56.3127
